"셀id(ID)","x좌표(X_COORD)","y좌표(Y_COORD)","요일(YOIL)","시간대(TIMEZN_CD)","남자00~04세(M00)","남자05~09세(M05)","남자10~14세(M10)","남자15~19세(M15)","남자20~24세(M20)","남자25~29세(M25)","남자30~34세(M30)","남자35~39세(M35)","남자40~44세(M40)","남자45~49세(M45)","남자50~54세(M50)","남자55~59세(M55)","남자60~64세(M60)","남자65~69세(M65)","남자70세이상(M70)","여자00~04세(F00)","여자05~09세(F05)","여자10~14세(F10)","여자15~19세(F15)","여자20~24세(F20)","여자25~29세(F25)","여자30~34세(F30)","여자35~39세(F35)","여자40~44세(F40)","여자45~49세(F45)","여자50~54세(F50)","여자55~59세(F55)","여자60~64세(F60)","여자65~69세(F65)","여자70세이상(F70)","합계(TOTAL)","행정동코드(ADMI_CD)","기준년월(ETL_YM)"
"5*4*4*8*",196951.315514688,553042.249274915,"6","17",0,0.0028,0,0.0303,0.2259,1.0066,0,0.0101,0.001,0.022,0.0016,2.5347,0.0312,0.3006,0.1054,0.0018,0,0.0276,0.0004,0.0068,0.0057,0.843,0.4422,0.0031,0.0016,0.057,0.0014,0.1373,0.1666,0,0.2759,"11260575","201705"
"5*4*6*1*",198783.627561213,555584.144767836,"2","00",0,0,0.0202,0,0.2089,0.0049,2.1918,0.0245,0.2074,0.0102,0.0092,1.0336,0.0063,0.0072,0.0028,0,0,0.1221,0.0057,0.1101,0.0149,0.0025,0.0984,0.0329,0.3336,0.0031,1.5512,0,0.2149,0.0083,9.3603,"11530550","201709"
"5*4*0*2*",196685.358757617,553191.218580588,"1","14",0,0.0364,0,0,0.0012,0.009,0.0218,0.5005,0.4119,0.0913,0.0316,0.6943,0,0.0694,0.8023,0,0.0349,0,0.0258,2.0304,0,0.0204,0.028,0.0005,0.1265,0.0214,0.0074,0.0148,0,0,0.148,"11140680","201603"
"5*1*3*9*",196210.937527513,552598.698315522,"5","17",0,0,0.003,0.0077,0.0887,1.2152,0.0521,2.3141,0.4064,1.3525,0.081,0.0133,0.0561,0.0025,2.55,0.011,0,0,0.1853,0.0337,0,0.002,0.0595,0.0048,0.0092,0.346,1.3307,0.6726,0.0005,0.7072,4.9559,"11620605","201701"
"5*4*3*3*",196186.455616375,552594.400392762,"2","01",0,0,0,0.107,0.8677,5.1987,0,0.426,0.0833,0.016,0.1098,0.0071,0.0083,0.0131,0,0.0037,0,0.2001,0,0.0293,0.0393,0.2196,0.0327,0.0362,0.0517,0.2938,0.0393,0.0043,0.0313,0.0009,0.0157,"11740700","201606"
"5*0*4*1*",197774.124474709,553936.38433738,"3","05",0,0.002,0.011,0.4604,1.9623,0,0.2829,0.2058,0.3511,0.9371,0.0005,0.0107,0.0083,0.0785,0.0457,0,0.0013,0,0.066,0.0017,0.2618,0.0098,0.4832,0.5237,0.5957,0,0.2128,0.0018,0.016,0.0057,1.126,"11590651","201708"
"5*3*2*1*",196862.488498433,557246.79654146,"3","04",0,0,0.0123,0.0229,0.1607,0.8857,0.0017,0.0059,0.0122,0.0579,0.0046,0.0802,0.0033,0.8113,0.0057,0,0,0,0.0024,0.3381,0,0.0148,0.0864,0.0258,0,0.5303,0.0982,0.0099,0.0016,1.1995,0.3277,"11410660","201601"
"5*1*8*7*",200438.84107084,552834.820891387,"2","05",0,0.0008,0,0.4651,0.0059,1.4748,0.0921,0.494,0.0015,0.5173,0.0218,0.4163,0.0069,0.0144,0.1028,0,0,0.0765,0.3894,0.0061,0.3835,0,0.4512,0,0.1911,1.8115,0.0009,0.0257,0.2258,0.0077,0.0066,"11290705","201611"
"5*4*4*2*",197337.992590987,555683.606170594,"7","11",0,0.0085,0,0.0077,0.0057,0.4437,0.3566,0.1994,0.015,0.0309,0.0073,0.0954,0.0278,0.3424,0.0094,0,0,0.0612,0.0376,0.4798,0,0.0774,0.0049,0.002,0.0477,0.0059,0.0079,0.0003,0,0.0264,0.9235,"11260620","201609"
"5*1*8*5*",196939.061887782,554570.365507708,"2","06",0,0,0,0.0502,0.4633,8.06,0.1197,0.7293,0.0019,0.6657,0.402,0.1469,0.3834,0.1496,0.0503,0,0.1237,0,0,4.8213,3.2987,0.0068,0.0286,0.0152,0.7018,0,0.0109,0.04,0.0643,0.0074,2.7757,"11740610","201701"
"5*6*7*3*",196283.791580214,555747.95929827,"5","04",0,0,0.0311,0.1367,0.0032,0.0266,0.0384,0.0275,0,0.0028,1.7791,0.0601,0.3046,0.0141,0.005,0.0003,0,0.0138,0.0008,0.0258,0.0152,0.0378,1.173,0,0.4533,0.0751,0.0428,0.001,0.0055,0.0116,1.4503,"11650510","201801"
"5*8*1*4*",201241.982675199,552172.638031856,"3","07",0.0022,0.0441,0.1559,0.0046,0.0007,2.0555,3.4189,1.0982,0.0033,0.022,0.0207,0.0054,0.2366,0,0.0325,0,0,0.0018,0.5503,0.0083,0.0653,0,0.1681,0.0052,0.0199,1.4382,0.0274,0,0.1193,0,0.007,"11320710","201705"
"5*3*4*6*",197035.335282595,558540.326065067,"6","01",0,0,0.1537,0.0059,0.0277,0,0.0748,0.0017,0.0903,0.0013,0.1348,0.2346,0.1879,0.1297,0.0268,0,0.0102,0.2023,0.0711,1.0814,0,0.0018,0.0055,0.4553,0,0.0761,0.0309,0,0.0051,0.0128,2.599,"11350580","201712"
"5*8*2*0*",199280.407550161,552661.979772545,"4","16",0,0,0.0002,0.0049,0,0.044,0.0516,0.0614,0,0.0015,0.0257,1.2947,0.5212,0.0033,0.2209,0.0042,0.0114,0,0.4888,1.4862,1.1916,0.1249,0.4223,0.0245,0.986,0.0017,0.1015,0.2394,0.0558,0.5245,0.1661,"11380690","201711"
"5*5*4*2*",200033.550650365,557601.028778276,"7","00",0,0.0004,0.0046,0,0.0766,0.1216,0.0018,0.0619,0.022,0.0873,0.7873,0,0.051,0.0049,0.0471,0,0,0,0.0054,0.4603,0.0055,0,0.0816,0.0828,0.0115,0,0.0267,0.0764,0.0941,0.0059,0.0287,"11380570","201603"
"5*1*8*4*",199477.737714918,552252.440748536,"5","03",0.0052,0,0.0497,0.0493,0.0051,0.0185,0,0.4797,2.0533,0.0811,0.0022,0.7956,0.0366,0.0258,0.259,0,0.0049,0,0.0062,0.8796,1.3008,0.241,0,1.4994,0.038,0,0.0067,0.0418,0.2809,1.0929,0.0507,"11590660","201701"
"5*2*5*9*",197541.679071536,554517.710610569,"2","18",0,0.0011,0.0028,1.9802,0.0092,0.5712,0.1262,1.0696,0.0123,1.4054,0.1006,0.0112,0.0008,0,0.0057,0,0,0,0.8688,0.0054,0.3388,0.039,0,0.0024,0.3315,0.0148,0.002,0,0.0036,0.013,1.2318,"11620545","201801"
"5*1*2*4*",199318.710376709,554202.313966252,"2","02",0.0001,0.0023,0.0027,0.9318,0.0171,0.0579,0.0069,0.1098,0,0.5978,0,0.0122,0.0062,0,0,0,0.0151,0.0144,0.0057,0.2668,0.0239,0.8346,0.0003,0.256,1.6085,0.0045,0.0376,0.1251,0.0023,0.1462,0.1129,"11440740","201609"
"5*2*0*6*",197891.679907937,553812.970286936,"3","06",0,0.0306,0.0028,0,2.7625,0.1414,0.0008,0.0597,0.0204,0.0129,0.1387,1.2755,0.4151,0,0.332,0,0.0009,0.0687,0,0.6606,0.19,0.0037,0.7763,0.208,0.0104,0,0,0,0.0097,0.0218,2.0469,"11530790","201707"
"5*5*1*4*",199636.232110833,553532.122594303,"6","13",0,0,0.0197,0.3825,0.4084,0,3.8185,0,0.0093,0.2157,0.6989,0.01,0.0014,0,0.0195,0.0001,0.0089,0.008,0,10.0314,0.088,0,0.0071,0,0.0018,0.341,0,0.0014,0.0045,0.0184,17.9202,"11560630","201707"
"5*4*4*1*",198089.007488932,557755.806470486,"6","19",0,0,0,0.0029,0.1408,0.0184,0.0266,0.0094,0.016,4.4478,0.0381,0.2927,1.4967,0.1932,0.0039,0,0.0013,0,0.2288,0.0039,0.0008,0.2298,0.4881,0,0.0184,0,0.1257,0.9664,0.3098,0,2.4915,"11560540","201709"
"5*5*5*1*",197196.484287538,554722.482763925,"4","20",0,0,0.0024,0.3149,0.1249,0,0.04,0.0055,0.0553,0.7235,0.0015,0,0,0,0.0303,0,0.0382,0,0.0043,0.4953,0,2.5183,0,0.2485,0.1998,0,0.0493,0.0617,0.1688,0,24.3049,"11350621","201706"
"5*4*1*8*",200630.326089154,557487.737422029,"1","21",0,0.0012,0.0123,0.004,1.6473,0,0.183,1.8086,0.2713,0.0959,0.3995,0.0006,0,0,0,0,0.0081,0,0.078,6.4311,0.8693,0,0.1107,0.0513,1.9007,1.4064,0,0.2565,0.0842,0.0117,0.1479,"11530540","201610"
"5*5*9*9*",197735.289132035,556037.304352033,"3","08",0,0,0.0057,0.0012,4.6573,3.5763,0.0888,0.1838,0,1.0023,0.0673,0.0109,0.1219,0.0007,0.2011,0.0002,0,0.0077,0.0031,0.4747,0.0095,0.0071,1.0023,3.1035,0.0884,0.0129,0.4382,0.1264,0,0.005,174.5161,"11710632","201705"
"5*2*6*3*",199220.311363642,553179.485979833,"7","12",0,0,0,0.1327,0.3456,0.0018,1.7644,0.1308,0.2335,0.0495,0.0979,0,0.0367,0.0027,5.3373,0.0002,0,0,0.1912,0.1812,0.0006,0.0763,3.6897,0.0326,0,0,0.1056,0,0.0012,0.0383,0.1364,"11590550","201609"
"5*3*2*5*",196597.616436912,552803.999218572,"2","18",0,0,0,0.0082,0.1142,0.5829,0.02,0.2665,0.0071,0.7393,0.0275,0.0013,0,0.1075,0.102,0,0,0.0177,0,0.0774,0.0862,0.0105,0.1295,0.0022,0.0155,0.0015,0.1041,0.0362,0.0112,0.0814,0.0061,"11230610","201610"
"5*1*7*2*",197415.110221961,553441.733229487,"4","07",0,0,0.0263,0.1802,0.1131,0.1627,0.1042,0.0472,0.0356,0.0966,0.0109,0.014,0,0.1764,0.013,0,0,0.4302,0.2102,0.0107,0.0004,0,0.0003,0,1.147,0.1523,0.447,0,0.0007,0,0.0018,"11710510","201608"
"5*5*4*6*",197216.718348696,553831.573394,"5","15",0,0.2155,0,0.1401,0.1021,0.0332,0.0081,0.0483,0.0375,0.0077,0.0033,0,0.0063,0.0568,0.5766,0.0013,0,0.0023,0.0062,0.0659,0.0042,0.1275,0.0733,0.0277,0.003,0.4743,0.0196,0,0,0.0011,466.9051,"11710531","201605"
"5*1*2*0*",197337.972492924,554695.370485178,"4","22",0.0037,0.0003,0.053,0.0474,0.0583,0.2035,0.0014,0.0409,0.001,0.0399,0.1061,0.158,0.0025,0,0.2809,0,0.0069,0.05,0.001,0.063,0.0303,0.0326,1.2155,0.0041,0.2162,1.4654,0.1153,0.0014,0.0459,0.0417,2.9298,"11215850","201706"
"5*5*9*2*",197597.018029715,553542.257995259,"6","16",0,0,0,0.0088,0.7976,0.0119,0.0003,1.2679,0.0013,0,0.0265,0.0077,0.0491,0.0024,0.0518,0.0002,0.0045,0.0139,0.0009,0.4301,0.0202,0,0,0.0245,0,0.7942,0.0357,0.0034,0.0583,0.0982,0.0753,"11350611","201707"
"5*5*4*3*",197251.827326475,552816.752982797,"7","00",0.0001,0,0.2264,0.2883,0.0724,0.0809,0.0069,0.0027,0.0355,0,1.0297,0.0109,2.8984,0.0046,0,0,0.0015,0,0.0353,0.0004,0,0.0725,0,1.007,0.4516,0.0025,1.9896,0.0257,0.0185,0.2004,0.5366,"11305610","201705"
"5*1*5*1*",200591.489157052,552120.515745083,"3","17",0.0062,0.0021,0.0031,0.0393,12.1584,0.0017,3.1985,0.3305,0,0,0.9145,0.0898,0.0185,0,0.0022,0,0.0409,0.0006,0.0147,0.066,0.0055,0.0137,0.39,0.012,0.0071,0.1098,0.425,0.3023,2.7475,0.0336,0.2195,"11530770","201710"
"5*3*6*5*",198443.746378511,553052.920182208,"6","01",0,0.1389,0.0021,0.0581,0.2656,0.4896,0.0309,0.0857,0.0108,0.4427,0.2011,0.1938,0,0.2402,0.0361,0,0,0,0.084,0,1.3019,0.6068,0.3063,0,0.2158,0,0.1632,0.1423,0.0442,0.0484,0.7409,"11320513","201706"
"5*0*3*8*",198038.478798732,554293.802369581,"1","16",0,0,0,0,0.1125,0.2087,0,0.1737,0.0045,0.039,0.3511,0.0223,0,0.0122,0.0071,0.0001,0,0.0183,0.0072,0.011,0,0.026,0.1029,0.0074,0.0743,0.2364,0,0.0367,0,0,3.3832,"11215710","201712"
"5*2*6*4*",197830.499461255,554605.477555575,"4","17",0,0.0031,0.0166,0,2.6574,0.0065,0.0291,0.0068,7.1442,0.1025,0.501,0.0252,0.0488,0.4118,0.0025,0,0.0077,0.4455,0.0155,0.1169,0.1179,0,0.0064,0.3661,0.2261,0.508,0.0043,0.0003,0.1388,0.0806,14.1273,"11260575","201612"
"5*8*4*7*",196721.004616543,552845.493412548,"1","10",0.0007,0.002,0.0036,0.011,4.6832,0.3066,0.0425,0.0372,0.3856,0.0129,0.0005,0,0,0.0522,0.6375,0,0.0142,0.0107,0.0039,0.1006,0.0561,0.0166,0.0889,0.0901,0.6962,0.0113,0.008,0.0023,0.0357,0.4827,3.6673,"11545640","201711"
"5*0*8*8*",200694.140092049,553164.074029385,"6","08",0.0005,0.0084,0,0.0005,0.1321,0.0762,0.51,0.0129,0,0.8072,1.4558,0.1982,0.0982,0.0107,0.0234,0.0004,0,0,0.0101,0.1083,0.0024,0.0354,0,0.0013,0.267,0.0053,0.0342,0.0417,0.0006,0.0714,0.6624,"11170625","201711"
"5*0*5*5*",195958.827934405,552975.246467586,"3","03",0,0,0.0241,0.2076,0.0024,0.3208,0,0.0059,2.0519,0.7938,0.031,0.0015,0,0.0018,0.0074,0.001,0,0.0103,0.005,0.2042,3.934,0.321,1.3779,0.052,0.0194,0.1812,0.0351,0.2256,0.3155,0.2285,4.86,"11350619","201707"
"5*7*2*7*",200387.249800847,554156.038088146,"4","07",0,0.0096,0.1326,0,0.0976,0.6545,0.0057,0.0003,0.102,0,0.5738,0.1438,0.0126,0.0083,0.0253,0.0001,0,0.0093,0,0.7724,0,0.0048,0,0,0.071,0.581,0.03,3.7014,0.1244,0.4186,28.173,"11680610","201701"
"5*5*2*8*",196415.177187568,558753.613849841,"3","22",0.0019,0,0.0005,0.0745,0.0086,25.4495,0.0046,0,0.0357,0.0595,0.0692,0.1604,0.4654,0.0114,0,0,0.0018,0.0653,0.0646,0.0032,0.0126,0.0115,0.0098,0.0275,0.4922,0.8743,0.56,0,0.0345,0,0.2617,"11545690","201707"
"5*6*8*9*",200528.737488714,553925.72066801,"1","09",0,0.0649,0.0003,0.0245,1.4207,0.0195,2.3992,0.3966,0.0014,0.359,0,0,0.0027,0.2225,0,0.0004,0,0,0,0.4253,0.9141,0.3269,0.705,0,0.0598,0,1.2274,0.173,0.2602,0.0095,0.0452,"11200660","201801"
"5*6*6*7*",196230.61916606,552285.915690454,"7","18",0,0,0.0021,0.0027,0.2295,0.1022,2.093,0.0057,0.0074,0.0065,0.008,0.0536,0.0024,0.0036,0.0004,0.0001,0.041,0,0.1925,0.159,0.2955,0.1654,0.073,0.907,0.0336,0.0207,0.1791,0.0238,0,0.151,49.2019,"11170660","201710"
"5*2*0*8*",196382.204883114,554274.636444669,"3","16",0.0004,0,0,0.0117,0.0066,0.1346,0.8931,3.4915,0.0941,0,3.8692,0.0065,0.0473,0.1907,0,0.0002,0,0,0,0.0008,0.0168,0.2601,0.0008,0.0016,0.5801,0.1618,0.0249,0.2758,0.0055,0.0451,0.0268,"11215830","201712"
"5*1*5*1*",201091.991329703,558195.137636913,"6","11",0.0005,0,0.0005,0.023,1.1284,0.5844,0.0005,0.0776,0.1652,0.2463,0.0265,0.1069,0.0811,0.0367,0.0465,0,0,0.4785,0.0004,0.3336,0.0339,0.0024,0.033,1.6174,0.5091,0.0064,0.0083,0.0248,0.2796,0,0.0037,"11380570","201609"
"5*1*4*6*",201193.579648361,556560.670049863,"1","01",0.0039,0,0.0008,0,0.7915,0.7072,0.661,0.1916,0.0009,0.0103,0.0945,0.0399,0.8242,0.0128,1.1404,0.0004,0.0332,0.0866,0.0707,0.0122,0.0529,0,0.0074,0.014,0.0161,1.2388,0,0,0.0076,0.0022,0.028,"11170530","201608"
"5*6*9*9*",196586.959798439,555939.438151861,"6","06",0,0.0022,0.0224,0,0,0,0.0544,0,0.0228,0.05,0.0253,0,0.2081,0,0,0.0001,0.0026,0.1785,0.0052,0.0015,0.0103,0.0081,0.0049,0.0097,0.0235,0.008,0,0.0157,0.0956,0.1836,0.1082,"11470580","201708"
"5*5*1*9*",199633.043431934,553865.093230311,"5","19",0.0026,0,0.0273,0.1074,0.0449,1.035,1.745,0.9826,0.0014,0.0113,2.5708,0.0312,0.001,0,0.0292,0,0,0.0074,3.0065,0.2109,0,1.6762,0.0012,0.1047,0.0222,0,0.0008,0.0131,0.0045,0.0001,0.0043,"11110530","201603"
"5*4*0*9*",201538.245766726,556937.774862494,"5","12",0,0,0,0.0796,0.1238,0.7717,0,0.0456,0.0476,0.7452,0.0684,0.0014,0.3555,0,0.0013,0,0.0008,0.0156,0,1.1733,0.0195,0.0575,0.0015,0.0052,0.0983,0.0652,0.0014,0.2499,0,0.0422,18.5956,"11650652","201608"
"5*4*8*8*",198075.168140141,553906.054158032,"4","19",0.0039,0,0,0.1297,0.1,0.014,0,1.0417,0.2855,0.295,0.0088,1.8594,0.0153,0.0099,0.0327,0,0,0,0,0.0008,0.0831,0.702,0.001,0.4814,0.0367,0.3588,0.6824,0.0643,0.0316,0.0159,10.4908,"11350670","201602"
"5*5*2*4*",199237.850961651,556290.478021048,"1","20",0.0037,0,0.022,0,0.3468,0,0.867,0.0059,0.0007,0.3695,0.0055,4.0135,0.9731,0.4126,0,0,0,0.0218,0.012,5.8748,0.1554,0,0.5593,0.4144,0.0318,4.3121,1.4583,0.0394,0.0051,0.0014,0.0066,"11170690","201602"
"5*5*7*7*",196797.602946862,555348.517363607,"3","05",0.0016,0.003,0.0054,0.0245,0.0615,0.5568,0,0.7081,0.001,0.0522,0.0381,0.0149,0.0486,1.2071,0.0349,0.0003,0.0016,0.2002,0,0.0137,0,0.0554,0.1462,0.0006,0.1279,4.7424,0,0,0,0.1209,35.1611,"11560610","201609"
"5*3*0*5*",199924.521109282,553976.249189595,"7","22",0.0004,0.0013,0,0.5216,0,0.0572,0.3825,0.0142,1.5476,0.0049,1.7295,0.3482,0.1043,0,0,0,0.0126,0.041,0,0.0238,0.0102,0.0023,1.6119,0.0403,0.0017,0.0332,0.2875,0,0.0653,0.4274,0.0199,"11215710","201701"
"5*3*6*8*",199282.533464463,554349.11476462,"7","11",0,0.0004,0.6663,0.0021,9.027,0.0123,0.4002,0.2216,0.0689,0.6419,0.0065,0.4375,0.0065,0.2693,0.0648,0,0.0296,0.0036,0.0119,0.0416,0,0.3992,0.0085,0.0486,0.2708,0.6288,0.0186,0.6464,0.0033,0.0083,1.7371,"11110615","201706"
"5*5*3*3*",197228.94434782,553257.690296697,"1","13",0,0.0047,0.0005,0,0.0653,14.4971,0.314,0.4747,0.1255,0.2172,0,1.0812,0.0682,0.0039,0.0005,0,0,0.0087,0,0.5222,0.1999,0.1186,0.5226,1.0811,0,0.0048,0.2833,0.3777,0.0134,0.0791,0.4909,"11680690","201702"
"5*4*1*8*",196898.659869569,556553.756464661,"2","19",0,0.0008,0.0029,0.006,0.0588,0.1209,0.52,1.8404,0.0042,0.0013,0.1205,0.0057,0.0214,0.0636,0.0581,0,0,0,0.0383,0.0037,0.1295,0.0033,0.002,0.0803,0.0321,0.0652,0.1862,0.1054,0.0008,0,1.094,"11500510","201709"
"5*2*5*8*",198033.143881662,555497.444089424,"6","05",0.0026,0.0002,0.0075,0.0616,0.0833,0.001,0.0098,0.0089,0.0343,0.0066,0.045,0.2225,0.0014,0,0,0.0096,0,0,0.0419,0.0497,0,0.4039,0.0061,0.0008,0.2559,0.0181,0.002,1.1054,0.0568,0.5549,0.0373,"11170625","201606"
"5*8*1*4*",198734.693609427,556006.982620413,"5","14",0,0.007,0.0027,0,0.0073,0.0299,0.0167,0.0033,0.0024,10.8028,1.5057,0,0.272,0,0.3029,0,0,0.0046,0.1053,1.5227,0.4532,0.0524,0.008,0.0896,0.3613,0.0184,0.003,0.0061,0.0182,0.0024,95.0978,"11545620","201710"
"5*0*8*5*",196677.92852054,558293.0029681,"6","07",0,0.0367,0.0238,0,0.5358,0.3057,0,0.3218,0.0048,0.0007,0.1393,0.0057,0.0005,0,0,0,0,0,0.0011,0.0387,1.7137,0.0714,0,0.0493,0.0149,0.0065,1.5826,0.2616,0.0133,0.0031,2.5145,"11620765","201701"
"5*4*1*3*",198175.701559689,554262.941997398,"4","12",0,0.0144,0.0305,0.0033,1.2724,0.0562,0.0088,0.0049,3.2799,1.393,0,0.0129,0.1431,0.2588,0,0.0018,0,0,0,0.1111,0,0.0442,0.0029,0.1278,0,0.0006,0.0517,0,0,0.3152,0.16,"11710566","201701"
"5*2*7*2*",198439.516981116,553135.866265744,"2","16",0.0005,0.0024,0.0051,0,0.0161,0.0035,0.2751,2.787,0.0239,0.0046,0.1991,0.0131,0.0237,0.0505,0.0197,0,0.015,0.2721,0.0838,8.6836,2.4562,0.0306,0.0136,0.0035,0.002,0.1346,0.0514,0.0044,0.0023,0.0223,0.3084,"11440710","201707"
"5*4*0*2*",197976.778537524,556139.9563777,"4","10",0.0001,0,0.0238,0.1383,0.8214,0.0286,1.3201,0.9384,0.0009,0.1151,0.0646,0.0083,0.0456,0.0809,0.8099,0.0426,0,0.0133,0.0038,0.0195,0.0092,0.9826,0.1809,0.1359,0.0042,0.9302,0.0904,0.0493,0,0.3235,0.0747,"11260655","201701"
"5*2*2*7*",197144.893613395,556640.454393458,"6","09",0,0,0,0,0.0077,1.5035,0,0.0193,0.4217,0.0329,0.0168,1.3178,0,0,0.2297,0,0,0.003,0.218,0.0067,0.0017,0.0092,0.2199,0.2078,2.2902,0.0024,0.0075,0.0076,0.0014,0,6.5602,"11500560","201801"
"5*8*1*5*",199425.083134409,555546.377378108,"2","22",0,0,0.0132,0.0008,0.0201,0.0857,1.4068,0.0126,0.0103,0,0.0284,0,0.0271,0,0.0619,0,0.0214,0.0482,0,0.0016,0.006,0.0051,0.3236,0,0.3779,0,0.1291,0.7284,0.0228,0.0014,15.2056,"11545680","201603"
"5*4*1*6*",197241.190638631,553744.902114962,"6","12",0,0,0.0964,0,0.1833,0.2346,0.3488,0.034,0.1101,0.4734,0.0394,0.083,0.0418,0.6069,0,0.004,0,0.0081,0.0505,0,0.0555,0.2672,0.0173,0,3.3011,0.0652,0.008,0.0894,0,0,4.8684,"11740590","201604"
"5*1*1*1*",198667.68773668,557448.9109387,"5","05",0,0.013,0.1179,0.0867,0.0272,0.0357,0.3685,0.8026,0.0116,0.0481,0.7546,0.4463,0.0728,0,0.0939,0.0012,0,0.0082,0.1037,0.0036,0.2455,0.0005,0.0071,0,0.0838,0,0.0893,0.0148,0,0.0955,3.0569,"11290575","201712"
"5*2*9*0*",196230.606188241,558188.753739279,"6","20",0,0.0083,0.1117,0.004,0.0309,0.0942,0.0077,0.0359,0.2307,0.0007,0.0117,0.5005,0.4594,0,0.0049,0.0017,0.2645,1.307,0.0645,15.2388,0,0.0323,4.358,0.0031,0.0014,0,0.1712,0.0245,0,0,0.202,"11740610","201609"
"5*4*4*1*",199242.102093481,556813.313414991,"6","06",0.0009,0,0.0006,0.0018,0.0008,0.004,0.6936,0.0057,0.1175,0.0061,0.0869,0.0204,1.4732,1.1956,0.0299,0.002,0,0.0816,0.0283,0.0991,0.0582,0.0774,0.1031,0.0033,0.3135,0.0438,0.2162,0.0029,0,0.0583,18.7581,"11380530","201704"
"5*7*2*8*",197368.303286231,557749.423141723,"6","20",0.0039,0,0.0027,0.0131,0.0071,0.0006,2.7516,0.004,0.0354,0.052,2.3035,0.0196,0.1489,0.0155,0,0.0003,0.0205,0,0.0625,0.692,0.0818,0.0224,0.0409,0.7623,0.0147,0.0299,0.424,0.0125,0,0.001,52.6473,"11410655","201608"
"5*3*2*5*",196257.743890783,552700.817317231,"7","05",0,0,0.001,0.0092,2.3074,0.7074,0.3264,0.0122,0,0.4487,0.0232,0,0.5447,0,0.7439,0,0,0.0026,0.0089,0.0065,0.0021,0.7659,0.0104,0.1343,0,0,0,0.0015,0.0079,0.0051,0.0492,"11170640","201705"
"5*4*4*8*",196280.615744944,553251.31283728,"7","22",0,0.1111,0.025,0.0156,0.0128,0,0.188,0.0185,0.0477,2.2346,0.3751,0.0122,0.8493,0.0833,0.0277,0.0004,0,0.0724,0,0,0,0.0104,0.0553,0.149,0.0102,0,0.0063,0.3768,0.0196,0.0194,3.7533,"11470640","201703"
"5*4*7*6*",196583.787213461,553567.237913557,"7","21",0.0004,0,0.0009,0,0,0.0573,0.0051,0.5419,0.0122,0.0104,0,0.0016,0.2513,0,0.006,0,0,0.0243,0,0.5444,0.0173,0.0015,0.2856,0.08,1.5473,0.0094,0.0078,0.2142,0,0.05,0.009,"11215830","201701"
"5*5*8*8*",196741.224046619,556156.973001726,"4","04",0,0.0003,0.0559,0,0.1642,0.0413,0.2309,0.8273,0.0012,0,0,0.1919,0,0.0057,0,0,0.0008,0.0092,0.1784,0.5833,0,0.0593,0.0057,2.7339,0,0.4762,0.0459,0.0043,0,0,1.527,"11200720","201605"
"5*5*4*1*",196875.247028867,555955.922328705,"5","04",0,0.0023,0,0.0018,0.4155,0.0762,0.0937,0.1054,0.4283,0.1071,0.0066,0.1134,0,0,0,0,0,0,0.0098,0.3408,0.3808,0.3088,0.4855,0.0964,0,0.3993,2.6721,0.0031,0.0945,0.1193,0.0251,"11560540","201606"
"5*5*9*3*",198437.901175477,554510.799910406,"2","07",0,0,0,0,1.3899,1.5315,0.5603,0,0.0678,0.6611,0,0,0,0.0055,2.0396,0.0022,0,0.1091,0,0,0,2.346,0.0387,0.0059,0,0,0.1989,0.001,0.6998,0.0064,0.4139,"11350625","201708"
"5*3*6*1*",197475.747067963,554127.303268863,"5","01",0.0039,0,0.0324,0.0014,0.1924,0.0005,50.4841,0.1523,0.2897,0,0.075,0,0.0982,0.0027,0.1892,0,0.0071,0.0057,0,0,0.0157,0.6339,0.5175,0.0017,0,0.0367,0.0914,0.4913,0.2625,0.0461,0.2099,"11500591","201703"
"5*2*7*2*",197136.922911603,557688.255741613,"7","18",0,0.0002,0,0.0036,4.7624,0.0078,0.0083,0.5676,0.0107,0.1201,0.3328,0.1677,1.0374,0.0383,0,0,0,0.1445,0.019,0.8085,0,0.0083,0.5383,0.3978,0.001,0.2883,0.0015,0.085,0.0043,0.918,0.208,"11290770","201602"
"5*5*9*6*",196947.592886409,552570.48816435,"1","12",0,0.0025,0,0.1042,0.1205,0,0.6793,0.9835,0.0065,0.3281,0.0054,0.0065,0.0326,0.1092,0.001,0.0002,0.0033,0.0385,0,0.0516,0,0,0,0.2772,0.0816,0.0571,0.1476,0.1693,0,0.1387,0.259,"11560630","201601"
"5*3*8*2*",198131.011554894,553391.20511998,"3","19",0,0,0.012,0.0061,0.0581,0.0008,0.0119,0.0086,0.6569,2.3871,0,0.0629,0,0.0046,0,0,0.0018,0.0037,0.0607,0.0104,0.0231,0,1.0373,0,0.0203,0.0166,0.0775,0.1441,1.0323,0.0555,0.2005,"11230750","201609"
"5*6*5*8*",197300.22865231,554156.038088146,"4","20",0,0,0.0335,0.0428,0.022,0.0807,0.0045,0.0546,0,0.5805,0.0044,0.0982,0.0016,0.002,0.0115,0,0.0355,0.0234,0.2717,0,0.9157,0.2309,0.0411,0.0578,0.3567,0,0.9938,0.0051,0.1503,0,15.7886,"11110560","201607"
